source,subject
62000CJ0143,Quantitative restrictions
62000CJ0143,Measures having equivalent effect
62000CJ0143,Free movement of goods
62000CJ0143,Approximation of laws
62000CJ0143,Intellectual; industrial and commercial property
62000CJ0013,External relations
62000CJ0013,Intellectual; industrial and commercial property
61999CJ0414,Intellectual; industrial and commercial property
61999CJ0414,Approximation of laws
61999CJ0517,Intellectual; industrial and commercial property
61999CJ0517,Approximation of laws
61999CJ0383,Trade marks
61999CJ0383,Intellectual; industrial and commercial property
61999CJ0089,External relations
61999CJ0089,Commercial policy
61999CJ0089,Intellectual; industrial and commercial property
61999CJ0258,Plant health legislation
61999CJ0258,Patents
61999CJ0258,Agriculture and Fisheries
61999CJ0258,Approximation of laws
61999CJ0258,Intellectual; industrial and commercial property
61998CJ0300,External relations
61998CJ0300,Commercial policy
61998CJ0300,Intellectual; industrial and commercial property
61999CJ0023,Intellectual; industrial and commercial property
61999CJ0023,Measures having equivalent effect
61999CJ0023,Quantitative restrictions
61999CJ0023,Designs
61999CJ0023,Free movement of goods
61998CJ0425,Intellectual; industrial and commercial property
61998CJ0425,Approximation of laws
61998CJ0038,Competition
61998CJ0038,Brussels Convention of 27 September 1968
61998CJ0038,Intellectual; industrial and commercial property
61998CJ0038,Free movement of goods
61998CJ0038,Brussels Convention of 27 September 1968 - Enforcement
61999CJ0348,Freedom to provide services
61999CJ0348,Right of establishment
61999CJ0348,Approximation of laws
61999CJ0348,Intellectual; industrial and commercial property
61998CJ0383,Free movement of goods
61998CJ0383,External relations
61998CJ0383,Commercial policy
61998CJ0383,Customs Union
61998CJ0383,Intellectual; industrial and commercial property
61998CJ0293,Approximation of laws
61998CJ0293,Intellectual; industrial and commercial property
61998CJ0293,Copyright and related rights
61998CJ0293,Freedom to provide services
61998CJ0293,Right of establishment
61998CJ0212,Intellectual; industrial and commercial property
61998CJ0212,Approximation of laws
61998CJ0212,Right of establishment
61998CJ0212,Freedom to provide services
61997CJ0379,Approximation of laws
61997CJ0379,Intellectual; industrial and commercial property
61997CJ0379,Free movement of goods
61997CJ0379,Quantitative restrictions
61997CJ0379,Measures having equivalent effect
61998CJ0223,Intellectual; industrial and commercial property
61998CJ0223,External relations
61998CJ0223,Commercial policy
61998CJ0223,Data protection
61998CJ0213,Approximation of laws
61998CJ0213,Intellectual; industrial and commercial property
61998CJ0213,Freedom to provide services
61998CJ0213,Right of establishment
61998CJ0044,Free movement of goods
61998CJ0044,Patents
61998CJ0044,Intellectual; industrial and commercial property
61998CJ0044,Quantitative restrictions
61998CJ0044,Measures having equivalent effect
61997CJ0375,Approximation of laws
61997CJ0375,Intellectual; industrial and commercial property
61997CJ0392,Approximation of laws
61997CJ0392,Patents
61997CJ0392,Intellectual; industrial and commercial property
61998CJ0060,Approximation of laws
61998CJ0060,Intellectual; industrial and commercial property
61998CJ0173,Approximation of laws
61998CJ0173,Intellectual; industrial and commercial property
61997CJ0342,Intellectual; industrial and commercial property
61997CJ0342,Approximation of laws
61997CJ0255,Intellectual; industrial and commercial property
61997CJ0255,Free movement of goods
61997CJ0255,Right of establishment
61997CJ0108,Intellectual; industrial and commercial property
61997CJ0108,Approximation of laws
61997CJ0063,Intellectual; industrial and commercial property
61997CJ0063,Approximation of laws
61997CJ0039,Intellectual; industrial and commercial property
61997CJ0039,Approximation of laws
61997CJ0061,Quantitative restrictions
61997CJ0061,Measures having equivalent effect
61997CJ0061,Freedom to provide services
61997CJ0061,Copyright and related rights
61997CJ0061,Approximation of laws
61997CJ0061,Intellectual; industrial and commercial property
61997CJ0061,Free movement of goods
61997CJ0061,Right of establishment
61996CJ0355,Approximation of laws
61996CJ0355,Intellectual; industrial and commercial property
61996CJ0053,Intellectual; industrial and commercial property
61996CJ0053,Trade marks
61996CJ0053,Commercial policy
61996CJ0053,External relations
61996CJ0200,Freedom to provide services
61996CJ0200,Right of establishment
61996CJ0200,Freedom of establishment
61996CJ0200,Intellectual; industrial and commercial property
61996CJ0200,Approximation of laws
61995CJ0337,Quantitative restrictions
61995CJ0337,Measures having equivalent effect
61995CJ0337,Free movement of goods
61995CJ0337,Approximation of laws
61995CJ0337,Intellectual; industrial and commercial property
61995CJ0251,Intellectual; industrial and commercial property
61995CJ0251,Approximation of laws
61995CJ0349,Free movement of goods
61995CJ0349,Intellectual; industrial and commercial property
61995CJ0316,Free movement of goods
61995CJ0316,Intellectual; industrial and commercial property
61995CJ0316,Patents
61995CJ0316,Approximation of laws
61995CJ0110,Intellectual; industrial and commercial property
61995CJ0110,Patents
61995CJ0110,Approximation of laws
61995CJ0352,Measures having equivalent effect
61995CJ0352,Quantitative restrictions
61995CJ0352,Approximation of laws
61995CJ0352,Intellectual; industrial and commercial property
61995CJ0352,Free movement of goods
61995CJ0181,Intellectual; industrial and commercial property
61995CJ0181,Approximation of laws
61995CJ0181,Patents
61995CJ0267,Measures having equivalent effect
61995CJ0267,Quantitative restrictions
61995CJ0267,Intellectual; industrial and commercial property
61995CJ0267,Patents
61995CJ0267,Accession
61995CJ0267,Free movement of goods
61994CJ0313,Quantitative restrictions
61994CJ0313,Measures having equivalent effect
61994CJ0313,Intellectual; industrial and commercial property
61994CJ0313,Approximation of laws
61994CJ0313,Free movement of goods
61995CJ0091,Concerted practices
61995CJ0091,Intellectual; industrial and commercial property
61995CJ0091,Competition
61995CJ0091,Dominant position
61995CJ0091,Agreements; decisions and concerted practices
61993CJ0427,Measures having equivalent effect
61993CJ0427,Quantitative restrictions
61993CJ0427,Approximation of laws
61993CJ0427,Intellectual; industrial and commercial property
61993CJ0427,Free movement of goods
61994CJ0232,Free movement of goods
61994CJ0232,Intellectual; industrial and commercial property
61994CJ0232,Quantitative restrictions
61994CJ0232,Measures having equivalent effect
61994CJ0071,Quantitative restrictions
61994CJ0071,Measures having equivalent effect
61994CJ0071,Free movement of goods
61994CJ0071,Intellectual; industrial and commercial property
61992CJ0350,Free movement of goods
61992CJ0350,Patents
61992CJ0350,Approximation of laws
61992CJ0350,Intellectual; industrial and commercial property
61991CJ0241,Intellectual; industrial and commercial property
61991CJ0241,Agreements; decisions and concerted practices
61991CJ0241,Competition
61991CJ0241,Dominant position
61991CJ0241,External relations
61993CJ0009,Agreements; decisions and concerted practices
61993CJ0009,Free movement of goods
61993CJ0009,Trade marks
61993CJ0009,Competition
61993CJ0009,Intellectual; industrial and commercial property
61993CJ0009,Quantitative restrictions
61993CJ0009,Measures having equivalent effect
61991CJ0317,Intellectual; industrial and commercial property
61991CJ0317,Free movement of goods
61991CJ0317,Measures having equivalent effect
61991CJ0317,Quantitative restrictions
61992CJ0092,Free movement of goods
61992CJ0092,Intellectual; industrial and commercial property
61992CJ0092,DADV
61992CJ0092,Freedom to provide services
61991CJ0003,Quantitative restrictions
61991CJ0003,Measures having equivalent effect
61991CJ0003,Free movement of goods
61991CJ0003,Intellectual; industrial and commercial property
61990CJ0191,Intellectual; industrial and commercial property
61990CJ0191,Patents
61990CJ0191,Accession
61990CJ0191,Free movement of goods
61990CJ0191,Quantitative restrictions
61990CJ0191,Measures having equivalent effect
61990CJ0047,Free movement of goods
61990CJ0047,Agriculture and Fisheries
61990CJ0047,Wine
61990CJ0047,Intellectual; industrial and commercial property
61990CJ0047,Measures having equivalent effect
61990CJ0047,Quantitative restrictions
61990CJ0030,Free movement of goods
61990CJ0030,Quantitative restrictions
61990CJ0030,Intellectual; industrial and commercial property
61990CJ0030,Measures having equivalent effect
61990CJ0030,Patents
61989CJ0235,Patents
61989CJ0235,Measures having equivalent effect
61989CJ0235,Intellectual; industrial and commercial property
61989CJ0235,Quantitative restrictions
61989CJ0235,Free movement of goods
61990CJ0076,Intellectual; industrial and commercial property
61990CJ0076,Freedom to provide services
61989CJ0238,Quantitative restrictions
61989CJ0238,Measures having equivalent effect
61989CJ0238,Approximation of laws
61989CJ0238,Intellectual; industrial and commercial property
61989CJ0238,Free movement of goods
61986CJ0270,Quantitative restrictions
61986CJ0270,Intellectual; industrial and commercial property
61986CJ0270,Measures having equivalent effect
61986CJ0270,Free movement of goods
61989CJ0010,Free movement of goods
61989CJ0010,Intellectual; industrial and commercial property
61989CJ0010,Quantitative restrictions
61989CJ0010,Measures having equivalent effect
61987CJ0395,Dominant position
61987CJ0395,Free movement of goods
61987CJ0395,Agreements; decisions and concerted practices
61987CJ0395,Concerted practices
61987CJ0395,Intellectual; industrial and commercial property
61987CJ0395,Competition
61987CJ0395,Freedom to provide services
61987CJ0395,Measures having equivalent effect
61987CJ0395,Quantitative restrictions
61988CJ0110,Dominant position
61988CJ0110,Agreements; decisions and concerted practices
61988CJ0110,Competition
61988CJ0110,Concerted practices
61988CJ0110,Intellectual; industrial and commercial property
61987CJ0266,Quantitative restrictions
61987CJ0266,Measures having equivalent effect
61987CJ0266,Intellectual; industrial and commercial property
61987CJ0266,Free movement of goods
61987CJ0320,Patents
61987CJ0320,Intellectual; industrial and commercial property
61987CJ0320,Competition
61987CJ0320,Agreements; decisions and concerted practices
61987CJ0341,Quantitative restrictions
61987CJ0341,Intellectual; industrial and commercial property
61987CJ0341,Measures having equivalent effect
61987CJ0341,Free movement of goods
61987CJ0053,Free movement of goods
61987CJ0053,Dominant position
61987CJ0053,Agreements; decisions and concerted practices
61987CJ0053,Competition
61987CJ0053,Intellectual; industrial and commercial property
61987CJ0053,Designs
61987CJ0053,Quantitative restrictions
61987CJ0053,Measures having equivalent effect
61987CJ0238,Designs
61987CJ0238,Dominant position
61987CJ0238,Agreements; decisions and concerted practices
61987CJ0238,Competition
61987CJ0238,Intellectual; industrial and commercial property
61986CJ0065,Quantitative restrictions
61986CJ0065,Competition
61986CJ0065,Patents
61986CJ0065,Measures having equivalent effect
61986CJ0065,Intellectual; industrial and commercial property
61986CJ0065,Free movement of goods
61987CJ0035,Free movement of goods
61987CJ0035,Intellectual; industrial and commercial property
61987CJ0035,Patents
61987CJ0035,Measures having equivalent effect
61987CJ0035,Quantitative restrictions
61986CJ0158,Free movement of goods
61986CJ0158,Intellectual; industrial and commercial property
61986CJ0158,Quantitative restrictions
61986CJ0158,Measures having equivalent effect
61987CJ0027,Competition
61987CJ0027,Intellectual; industrial and commercial property
61987CJ0027,Agriculture and Fisheries
61987CJ0027,Agreements; decisions and concerted practices
61987CJ0027,Plant varieties
61985CJ0434,Free movement of goods
61985CJ0434,Intellectual; industrial and commercial property
61985CJ0434,Measures having equivalent effect
61985CJ0434,Patents
61985CJ0434,Quantitative restrictions
61985CJ0402,Competition
61985CJ0402,Intellectual; industrial and commercial property
61985CJ0402,Agreements; decisions and concerted practices
